,at,v,ap,rh,pe
4903,26.39,49.16,1005.68,56.18,442.87
4904,24.92,48.92,1010.11,36.53,445.56
4905,15.14,39.72,1002.96,72.52,460.15
4906,5.62,41.31,1001.37,89.16,485.6
4907,15.75,39.16,1016.31,77.99,468.87
4908,8.04,40.64,1020.64,89.26,477.78
4909,7.81,40.71,1023.32,82.08,475.46
4910,13.87,41.74,1021.42,64.02,472.12
4911,14.42,48.92,1011.76,76.03,461.14
4912,29.1,77.95,1010.01,71.48,431.28
4913,28.41,75.6,1018.48,56.07,440.28
4914,27.27,72.58,1009.25,89.31,428.93
4915,24.69,71.73,1010.13,70.54,436.78
4916,23.97,44.57,1007.35,62.71,448.17
4917,25.09,57.43,1013.2,70.42,446.11
4918,11.3,40.55,1005.97,97.99,476.72
4919,23.47,69.71,1009.66,88.83,442.23
4920,28.13,56.9,1007.17,51.66,436.95
4921,14.79,47.83,1007.27,92.04,463.22
4922,21.59,61.87,1011.18,57.21,446.58
4923,24.38,47.01,1015.17,68.96,454.85
4924,29.16,55.68,1004.84,55.68,435.04
4925,31.18,69.04,1008.19,49.72,441.26
4926,23.64,70.04,1011.09,83.35,435.21
4927,15.0,40.66,1016.28,89.62,456.63
4928,8.16,39.72,1020.54,82.11,480.21
4929,23.01,66.54,1009.86,64.53,442.47
4930,26.16,70.04,1009.63,73.22,432.56
4931,23.46,59.27,1010.6,79.79,445.57
4932,16.39,52.75,1024.42,54.61,459.48
4933,11.67,36.18,1016.03,61.44,472.76
4934,21.87,69.45,1014.04,71.19,439.97
4935,17.23,40.12,1013.52,81.55,456.2
4936,28.27,66.56,1007.36,55.99,433.52
4937,12.27,41.17,1019.41,58.1,475.13
4938,23.6,48.98,1015.41,48.28,448.43
4939,11.58,40.66,1017.0,97.13,466.42
4940,28.26,72.43,1006.68,72.3,426.2
4941,25.6,58.46,1016.34,66.6,441.88
4942,11.74,40.6,1013.91,90.57,473.84
4943,28.05,70.36,1006.73,64.42,434.06
4944,29.9,64.79,1016.9,48.24,441.41
4945,14.77,49.15,1020.56,80.27,467.72
4946,12.93,45.51,1015.27,87.27,469.83
4947,10.75,45.01,1018.73,93.16,471.47
4948,18.64,67.71,1003.84,89.63,442.26
4949,10.27,40.64,1020.63,84.6,474.99
4950,27.08,66.05,1017.33,54.68,439.47
4951,10.59,41.54,1019.94,73.88,477.05
4952,22.61,44.05,1005.69,76.74,443.45
4953,25.48,58.95,1017.02,51.16,440.42
4954,20.86,51.3,1012.03,92.46,449.67
4955,10.03,41.62,1014.55,95.61,462.73
4956,23.75,68.51,1013.21,76.01,441.61
4957,10.36,43.67,1012.16,77.04,478.27
4958,23.41,74.99,1007.22,84.55,442.51
4959,25.81,66.51,1016.53,62.19,437.57
4960,20.79,57.32,1012.47,70.09,446.18
4961,19.69,56.65,1020.82,71.54,453.96
4962,26.16,63.76,1010.03,68.77,437.24
4963,19.94,38.52,1018.4,55.9,450.48
4964,30.52,71.77,1006.22,56.4,426.14
4965,25.0,59.43,1007.84,68.91,438.28
4966,21.16,50.66,1014.13,72.77,455.86
4967,22.89,73.11,1006.66,73.11,440.15
4968,6.65,38.5,1014.01,87.6,491.54
4969,24.24,71.58,1010.15,91.14,437.75
4970,24.42,66.56,1002.04,84.7,434.18
4971,13.32,44.2,1020.02,78.78,465.57
4972,23.83,71.37,1002.04,64.78,443.29
4973,28.79,68.51,1013.02,62.84,432.51
4974,14.87,35.71,1015.53,57.7,468.75
4975,10.52,41.01,1020.35,93.58,466.75
4976,22.49,61.27,1019.6,57.1,448.51
4977,4.89,45.87,1007.58,99.35,482.69
4978,10.76,40.78,1023.81,87.96,469.97
4979,19.11,58.95,1017.07,85.49,449.89
4980,17.23,41.1,1002.45,68.88,464.18
4981,29.1,73.4,1011.35,57.31,436.85
4982,5.98,39.61,1017.27,84.86,482.17
4983,21.99,42.48,1011.77,74.04,456.65
4984,25.09,71.58,1010.17,86.01,434.51
4985,30.35,69.51,1009.95,39.24,430.07
4986,7.28,39.81,1017.61,87.56,483.0
4987,21.08,46.93,1014.49,63.33,453.87
4988,16.34,41.16,1006.36,75.52,462.56
4989,27.59,71.97,1008.64,88.22,437.33
4990,15.75,39.0,1015.91,69.58,460.73
4991,21.9,47.43,1006.8,60.48,452.13
4992,24.57,66.54,1004.44,83.15,432.41
4993,19.95,50.59,1016.11,73.23,459.27
4994,13.66,40.55,1005.46,96.02,467.7
4995,21.73,61.45,1010.27,91.59,442.78
4996,15.07,50.88,1014.33,100.12,464.37
4997,30.82,78.87,1012.06,70.69,432.01
4998,30.69,69.89,1013.9,42.85,431.01
4999,21.91,58.62,1015.95,72.87,450.23
5000,8.77,40.77,1011.54,89.58,480.56
5001,9.57,52.75,1022.32,75.4,470.93
5002,14.57,37.86,1022.44,68.82,463.58
5003,34.53,73.03,1013.53,36.74,437.03
5004,20.86,57.32,1010.24,76.64,446.48
5005,22.84,71.25,1001.9,96.45,433.85
5006,24.65,64.63,1020.52,53.45,446.04
5007,30.15,67.32,1013.83,32.8,436.92
5008,17.8,43.72,1008.71,78.5,458.92
5009,10.95,40.81,1016.19,77.96,474.36
5010,19.4,49.69,1012.89,75.53,455.6
5011,26.09,49.3,1003.79,66.19,439.82
5012,28.76,60.23,1010.03,58.24,437.42
5013,28.91,70.72,1009.7,67.5,439.94
5014,12.0,41.17,1019.48,58.71,474.4
5015,25.71,71.14,1010.02,66.39,432.46
5016,18.78,63.09,1019.22,80.2,452.86
5017,20.73,59.87,1019.08,80.48,445.18
5018,22.97,64.15,1021.0,70.61,450.07
5019,13.17,38.91,1016.55,74.47,470.63
5020,13.61,41.16,1020.49,75.09,462.67
5021,30.34,68.08,1010.85,49.4,428.34
5022,31.02,70.4,1006.24,77.86,431.37
5023,12.6,41.74,1022.13,67.89,474.23
5024,18.81,49.15,1020.79,67.09,459.81
5025,20.17,58.12,1015.41,79.47,455.25
5026,7.61,41.26,1009.05,97.32,480.68
5027,24.55,57.5,1015.36,62.45,447.3
5028,12.77,36.71,1013.29,86.4,475.59
5029,29.5,72.86,1004.63,52.17,439.43
5030,7.26,41.22,1014.86,97.82,488.75
5031,15.74,71.14,1019.65,65.94,457.29
5032,21.79,58.2,1017.21,66.74,446.94
5033,9.18,39.42,1025.41,69.46,473.78
5034,20.24,58.41,1013.73,99.59,449.49
5035,22.31,51.19,1009.38,79.72,444.74
5036,16.63,39.16,1005.85,72.02,460.29
5037,21.46,74.87,1009.23,86.58,445.5
5038,21.06,62.91,1011.92,75.52,455.22
5039,28.86,73.4,1011.37,58.76,439.33
5040,26.6,61.41,1012.35,54.42,451.4
5041,13.67,44.92,1023.6,85.35,467.71
5042,18.1,48.06,1015.47,82.47,454.04
5043,22.59,66.54,1005.11,92.62,436.69
5044,29.78,70.98,1007.82,77.59,436.32
5045,22.25,59.8,1016.79,69.02,451.64
5046,30.38,74.16,1007.44,74.77,432.84
5047,17.18,40.55,1000.47,72.03,461.73
5048,16.58,44.68,1021.5,83.38,458.87
5049,11.72,40.92,1023.35,88.55,465.88
5050,23.25,63.86,1017.82,59.64,445.12
5051,10.23,41.46,1020.45,84.95,480.87
5052,25.33,48.6,1002.54,68.45,442.48
5053,5.48,40.07,1019.63,65.62,495.76
5054,23.74,49.21,1012.78,42.5,447.67
5055,27.22,66.49,1013.45,42.41,437.24
5056,18.83,58.46,1016.85,87.16,449.63
5057,33.83,67.9,1005.94,29.86,428.12
5058,24.77,58.41,1013.78,80.57,446.27
5059,28.55,74.33,1011.77,73.34,426.48
5060,25.61,52.36,1014.1,62.9,451.42
5061,10.38,37.73,1021.5,75.02,475.02
5062,27.35,69.48,1008.51,65.81,432.31
5063,4.49,38.44,1015.47,76.96,485.78
5064,22.49,58.71,1009.75,76.43,443.33
5065,12.04,40.1,1014.42,89.65,474.28
5066,27.39,69.14,1008.82,78.35,435.22
5067,21.73,50.32,1008.51,84.62,442.1
5068,7.64,40.02,1031.58,71.19,479.43
5069,33.38,71.06,1008.1,64.83,430.98
5070,8.96,40.05,1015.91,89.4,467.24
5071,22.31,70.32,1009.22,89.53,437.83
5072,12.57,43.8,1023.2,56.85,466.68
5073,14.57,25.88,1008.92,69.16,464.11
5074,14.22,48.6,1006.26,88.05,459.69
5075,15.14,37.85,1010.33,84.3,468.31
5076,24.29,62.91,1013.04,65.85,442.18
5077,14.24,39.52,1018.22,77.19,468.51
5078,14.85,44.63,1020.67,75.76,460.06
5079,7.89,39.37,1016.28,84.66,483.82
5080,14.04,40.56,1018.4,65.79,472.98
5081,30.18,68.24,1009.31,64.06,427.38
5082,14.07,46.18,1017.77,87.83,465.05
5083,18.23,45.01,1012.24,73.86,454.06
5084,22.99,61.02,1009.88,81.56,440.85
5085,16.3,38.73,1001.79,73.45,465.7
5086,27.37,72.58,1008.16,79.94,428.05
5087,24.82,59.27,1012.76,72.34,444.81
5088,19.41,49.39,1020.84,81.89,449.24
5089,16.63,53.82,1015.18,66.09,458.29
5090,6.67,36.08,1022.31,83.51,486.52
5091,22.69,54.2,1012.92,65.55,444.26
5092,24.43,67.25,1017.99,74.27,436.5
5093,12.85,40.35,1011.29,81.27,472.69
5094,23.15,66.48,1003.71,76.0,435.62
5095,27.35,77.95,1017.43,73.36,437.61
5096,13.8,45.08,1023.99,79.72,466.71
5097,7.71,38.06,1021.0,83.47,482.78
5098,33.82,72.29,1008.67,46.95,432.13
5099,18.61,47.83,1006.43,78.89,454.21
5100,17.8,46.48,1007.27,81.31,452.66
5101,27.1,52.84,1006.28,53.85,439.08
5102,15.36,41.35,1002.4,91.67,465.01
5103,8.42,37.49,1009.22,82.15,478.87
5104,20.25,63.91,1009.27,97.97,448.37
5105,11.6,39.96,1011.65,80.79,473.22
5106,13.95,71.14,1019.76,75.51,461.18
5107,21.99,51.19,1009.19,82.58,446.93
5108,28.1,61.02,1011.28,59.05,437.5
5109,10.94,39.04,1021.81,86.02,479.2
5110,20.04,49.39,1020.62,78.84,449.63
5111,17.57,43.7,1015.53,67.22,463.64
5112,14.43,39.82,1012.56,78.52,470.17
5113,16.37,54.3,1017.94,63.63,459.97
5114,13.82,40.2,1013.19,90.11,466.99
5115,10.37,37.5,1013.19,79.25,473.1
5116,28.02,71.77,1006.5,72.41,428.58
5117,29.98,47.93,1002.46,42.73,438.79
5118,16.55,41.93,1022.71,42.73,466.77
5119,19.27,50.9,1011.72,83.14,455.09
5120,29.25,71.94,1007.18,63.62,427.49
5121,19.12,50.16,1011.52,99.71,451.49
5122,22.07,70.72,1010.52,82.96,442.88
5123,26.0,69.89,1015.12,73.06,433.5
5124,25.51,67.69,1004.53,80.03,433.02
5125,13.83,43.22,1010.62,70.8,464.39
5126,21.08,63.13,1013.53,98.0,443.51
5127,16.74,39.16,1005.68,71.17,460.47
5128,21.04,54.2,1012.26,85.61,443.41
5129,28.97,73.5,1010.47,48.24,435.22
5130,17.45,50.9,1012.16,83.8,458.67
5131,20.82,57.76,1019.15,72.46,454.62
5132,7.64,41.17,1020.01,75.14,488.53
5133,24.85,71.98,1005.97,95.09,433.64
5134,12.69,40.71,1021.62,80.19,477.14
5135,18.32,66.86,1012.02,70.0,454.46
5136,26.13,79.74,1005.61,90.27,431.29
5137,18.99,59.27,1012.15,89.39,453.4
5138,28.31,70.32,1007.88,47.0,432.5
5139,31.7,70.36,1006.26,58.18,438.38
5140,10.18,35.76,1019.71,66.7,473.31
5141,22.49,62.52,1016.57,63.69,451.87
5142,16.98,44.85,1015.48,51.77,464.27
5143,14.1,42.18,1015.05,78.25,463.3
5144,12.27,41.17,1019.41,58.1,475.13
5145,31.19,68.3,1014.86,39.1,430.48
5146,13.32,43.22,1009.45,75.3,466.83
5147,24.26,61.02,1009.78,76.68,442.86
5148,27.33,73.18,1012.26,82.18,429.38
5149,30.97,74.22,1007.93,49.74,431.58
5150,21.71,60.77,1017.95,85.07,444.59
5151,22.26,60.37,1008.14,92.37,441.33
5152,27.75,77.24,1007.48,78.37,433.57
5153,25.18,47.93,1002.92,60.33,441.29
5154,30.71,68.24,1006.15,34.15,429.41
5155,26.42,71.06,1008.12,87.32,435.6
5156,10.4,45.01,1018.58,93.48,470.79
5157,12.21,44.34,1017.98,86.17,475.06
5158,12.68,40.69,1014.46,79.77,475.37
5159,25.18,62.96,1020.04,59.08,444.37
5160,8.9,39.96,1026.31,95.46,474.49
5161,30.93,71.85,1008.63,58.47,427.82
5162,30.35,77.17,1009.55,63.62,432.75
5163,23.49,64.63,1020.75,65.16,450.28
5164,19.77,56.65,1020.67,66.33,457.09
5165,23.18,51.43,1011.56,81.83,449.94
5166,32.11,78.05,1010.36,58.78,431.31
5167,23.96,46.93,1013.98,47.22,450.86
5168,20.32,39.72,1002.0,51.71,458.8
5169,29.08,67.79,1010.91,55.96,442.78
5170,32.63,73.88,1005.64,52.56,435.75
5171,18.32,42.18,1002.27,95.99,458.46
5172,14.17,42.99,1007.38,78.88,470.68
5173,16.49,49.39,1018.1,93.13,461.54
5174,19.23,41.67,1012.53,48.86,465.66
5175,26.24,51.43,1011.32,59.52,447.91
5176,10.92,40.92,1021.84,83.03,467.05
5177,31.87,71.22,1006.16,45.66,437.0
5178,10.05,41.17,1018.98,83.71,481.38
5179,14.75,40.66,1016.7,81.65,463.83
5180,18.26,60.95,1016.94,78.91,457.03
5181,17.34,44.78,1007.81,56.38,454.97
5182,29.91,74.33,1013.22,39.76,430.26
5183,16.76,43.77,1012.25,77.95,457.0
5184,6.33,39.33,1012.06,93.16,492.22
5185,29.17,64.79,1016.43,61.05,441.2
5186,20.32,44.6,1015.16,36.35,460.21
5187,23.64,63.31,1014.5,61.83,440.7
5188,32.09,69.4,1003.1,56.91,430.62
5189,29.83,62.66,1007.98,47.07,438.71
5190,22.29,56.89,1014.39,84.89,441.9
5191,30.66,73.77,1003.13,78.09,430.0
5192,24.8,59.87,1018.79,60.79,441.0
5193,21.33,50.32,1008.58,85.3,442.44
5194,28.9,68.84,1011.64,64.44,437.06
5195,10.31,44.63,1020.55,88.62,471.78
5196,32.31,62.04,1010.45,38.01,449.65
5197,25.66,71.77,1006.76,84.76,429.25
5198,15.93,25.88,1009.45,72.83,462.7
5199,8.86,36.71,1025.64,79.65,478.88
5200,12.45,40.81,1025.63,66.26,474.73
5201,25.44,70.17,1000.65,91.89,433.02
5202,23.21,58.66,1012.24,65.31,450.92
5203,14.24,39.99,1009.3,83.75,466.2
5204,8.46,39.66,1015.14,85.38,484.16
5205,24.11,68.63,1014.34,45.28,448.45
5206,16.0,44.9,1020.5,80.89,461.5
5207,25.56,60.32,1016.28,59.84,445.01
5208,20.12,69.45,1013.23,88.48,442.89
5209,22.82,60.08,1017.95,65.71,450.86
5210,19.65,57.85,1011.73,93.89,450.5
5211,32.48,62.04,1010.39,38.05,446.48
5212,13.73,50.59,1020.44,85.54,459.6
5213,23.43,51.43,1011.31,73.55,444.09
5214,15.18,44.2,1019.6,72.45,462.09
5215,10.59,39.96,1025.87,97.05,468.96
5216,28.96,75.23,1010.88,49.45,439.03
5217,15.5,44.34,1019.21,65.21,468.53
5218,30.14,67.69,1006.54,57.05,426.91
5219,10.69,36.71,1022.08,83.28,472.81
5220,24.5,58.66,1011.54,57.92,451.03
5221,23.25,69.45,1013.85,70.14,437.18
5222,13.21,40.03,1018.12,82.98,469.75
5223,30.88,67.83,1008.97,54.99,425.36
5224,26.04,72.43,1006.82,84.88,432.94
5225,24.91,64.45,1013.02,42.34,450.84
5226,11.98,44.6,1018.59,86.71,470.02
5227,18.01,44.2,1018.84,55.72,456.36
5228,21.46,58.18,1007.45,95.33,444.12
5229,32.86,68.51,1008.43,46.78,432.38
5230,16.5,53.29,1017.7,95.66,458.37
5231,12.41,45.87,1004.78,80.02,468.14
5232,22.33,59.8,1016.84,67.09,450.07
5233,11.48,42.02,1000.29,94.76,471.43
5234,14.56,47.45,1009.52,91.14,451.95
5235,30.08,68.14,1003.99,77.38,425.27
5236,27.66,76.86,1001.31,69.47,436.64
5237,5.96,36.25,1029.4,88.63,488.2
5238,35.77,73.56,1006.36,36.31,430.14
5239,24.56,60.27,1017.63,74.5,440.31
5240,19.7,43.79,1015.93,47.39,464.41
5241,19.83,46.33,1013.27,96.4,451.22
5242,22.61,50.32,1008.41,79.4,444.74
5243,31.88,66.44,1009.25,64.06,427.83
5244,21.7,70.32,1009.12,91.3,438.52
5245,25.72,70.47,1010.44,70.57,434.94
5246,26.51,70.32,1010.3,57.4,431.82
5247,25.2,59.21,1017.54,55.53,444.16
5248,13.1,40.03,1017.79,84.48,470.75
5249,27.0,73.42,1012.2,87.28,432.79
5250,25.84,67.83,1009.26,59.55,433.32
5251,23.76,74.22,1009.2,92.98,437.47
5252,29.69,47.93,1002.85,44.76,438.09
5253,21.69,42.23,1013.05,67.55,461.56
5254,10.33,43.99,1020.7,96.68,474.17
5255,24.19,65.48,1018.8,60.54,443.92
5256,8.27,37.7,1015.09,73.64,479.16
5257,28.15,70.72,1009.76,73.38,436.19
5258,18.09,48.92,1010.6,52.11,455.07
5259,27.18,61.41,1012.17,46.11,449.7
5260,23.71,68.63,1014.54,46.04,449.41
5261,26.76,70.98,1007.64,90.51,437.83
5262,19.98,49.15,1021.56,63.89,457.54
5263,24.82,72.99,1007.81,84.72,435.68
5264,21.09,46.63,1013.03,74.8,453.34
5265,21.19,55.5,1019.83,65.22,455.93
5266,25.95,73.77,1001.35,92.67,432.21
5267,30.7,67.69,1005.92,51.58,429.58
5268,13.49,43.41,1015.75,57.86,461.06
5269,15.79,44.89,1010.19,84.61,458.09
5270,28.57,69.84,1003.57,66.55,433.24
5271,23.48,49.16,1002.7,70.22,445.72
5272,31.0,71.77,1006.29,48.56,431.07
5273,34.96,68.94,1006.17,59.26,431.48
5274,22.53,60.95,1015.12,75.1,449.43
5275,31.41,64.44,1013.84,49.49,439.3
5276,29.97,67.9,1006.09,61.6,434.14
5277,7.44,41.04,1021.84,88.56,479.08
5278,21.86,64.45,1015.83,63.36,457.8
5279,22.41,66.56,1003.3,88.71,435.75
5280,11.87,40.55,1019.06,94.11,473.79
5281,23.93,65.59,1011.09,87.26,444.9
5282,12.39,44.58,1016.38,84.95,475.37
5283,10.06,39.61,1020.69,69.49,478.35
5284,5.01,39.4,1003.69,91.9,475.34
5285,24.74,69.13,1010.69,90.08,431.24
5286,19.31,60.07,1014.86,69.37,453.47
5287,6.3,41.14,1027.45,86.11,481.49
5288,23.09,69.13,1010.93,90.07,436.67
5289,9.24,41.4,1018.34,84.91,477.65
5290,9.69,40.46,1019.1,71.91,472.16
5291,13.65,42.74,1026.58,71.48,468.87
5292,29.77,67.07,1005.82,48.38,433.89
5293,9.2,40.77,1011.88,89.86,479.82
5294,28.87,57.19,1008.09,64.29,435.57
5295,28.22,51.43,1006.06,63.72,438.43
5296,23.27,65.48,1019.05,61.36,443.43
5297,9.82,41.26,1007.71,96.69,478.02
5298,16.83,46.48,1007.21,87.23,455.64
5299,23.18,72.99,1009.01,90.09,439.12
5300,23.59,43.77,1010.85,55.98,448.42
5301,8.95,43.13,1017.56,94.85,479.14
5302,26.54,69.34,1009.5,87.18,435.51
5303,22.56,62.26,1012.11,63.16,445.33
5304,14.16,39.28,1015.63,77.29,471.27
5305,31.54,71.06,1008.4,71.77,431.87
5306,13.48,41.92,1030.2,65.96,463.9
5307,13.74,41.16,1010.74,87.69,473.19
5308,23.7,66.56,1002.07,85.19,436.94
5309,22.35,57.76,1017.92,68.18,453.74
5310,28.25,71.77,1006.36,67.03,429.39
5311,21.96,58.79,1010.51,87.32,448.89
5312,28.66,74.93,1014.04,51.26,440.79
5313,16.37,52.9,1015.14,73.11,461.15
5314,23.09,73.5,1011.4,89.76,438.56
5315,23.19,42.67,1007.83,63.31,446.95
5316,30.81,71.97,1008.36,75.0,430.53
5317,22.84,50.05,1005.59,79.49,442.85
5318,32.84,77.95,1014.68,45.8,431.97
5319,24.41,58.59,1012.62,64.52,442.64
5320,30.18,65.74,1012.63,47.74,441.65
5321,28.3,64.33,1011.23,68.88,441.51
5322,22.52,64.27,1014.34,82.77,445.4
5323,6.59,39.37,1020.34,77.92,488.17
5324,23.38,59.07,1009.29,92.4,442.83
5325,19.89,68.08,1012.65,80.25,448.71
5326,26.42,59.39,1013.95,66.03,438.54
5327,12.07,41.17,1013.54,71.32,479.28
5328,23.45,69.04,1010.5,80.77,442.48
5329,15.24,48.6,1007.08,86.49,459.85
5330,5.68,40.35,1012.11,92.86,486.79
5331,10.29,40.56,1017.28,69.13,481.7
5332,32.0,65.74,1011.22,46.16,440.26
5333,9.6,37.73,1021.87,77.75,481.03
5334,25.6,63.76,1010.18,67.43,435.75
5335,32.56,68.14,1004.02,35.04,425.11
5336,19.26,58.46,1015.74,84.64,450.66
5337,13.33,38.47,1015.42,58.27,466.26
5338,23.5,59.21,1018.29,63.0,443.31
5339,13.66,45.0,1021.97,79.04,473.12
5340,12.46,40.73,1017.53,93.47,464.7
5341,28.77,75.23,1010.01,59.0,437.93
5342,31.68,68.24,1005.29,37.34,427.22
5343,10.31,39.82,1012.87,88.71,480.61
5344,10.04,41.62,1013.36,95.17,463.87
5345,25.6,63.9,1013.16,53.19,451.44
5346,19.55,39.39,1013.55,57.82,464.36
5347,17.82,65.94,1013.44,88.13,452.82
5348,31.97,79.74,1007.03,55.84,435.99
5349,28.21,70.8,1010.45,77.92,435.99
5350,25.77,59.39,1014.76,69.99,438.64
5351,17.54,44.58,1016.56,79.0,465.51
5352,22.75,58.86,1016.0,67.34,448.32
5353,10.2,41.17,1019.56,82.46,479.7
5354,28.34,63.77,1013.7,61.13,439.75
5355,14.78,54.3,1016.96,68.53,463.75
5356,20.9,67.07,1005.43,82.85,443.46
5357,14.37,40.56,1021.67,68.18,470.19
5358,23.89,50.16,1004.88,73.94,444.99
5359,29.66,59.22,1013.25,61.2,441.58
5360,24.33,46.93,1013.83,44.59,447.54
5361,28.55,72.43,1007.2,65.82,430.06
5362,18.59,39.54,1008.56,68.61,462.56
5363,21.94,50.32,1008.44,86.98,444.89
5364,10.95,39.22,1015.69,62.3,474.07
5365,21.76,47.93,1005.34,86.28,444.77
5366,25.05,58.59,1013.37,66.14,442.93
5367,22.95,45.61,1013.65,73.92,457.91
5368,8.49,39.61,1021.05,87.74,483.94
5369,7.1,35.77,1015.39,92.1,480.36
5370,11.72,40.35,1012.08,83.98,476.41
5371,11.72,39.18,1024.19,68.53,468.98
5372,11.45,41.17,1017.98,84.64,476.0
5373,23.36,59.15,1013.71,86.64,442.53
5374,26.2,71.73,1010.14,76.14,430.89
5375,29.01,70.04,1010.02,57.35,430.26
5376,30.76,73.17,1009.89,50.43,430.98
5377,27.91,64.79,1017.7,48.29,440.53
5378,10.87,42.02,1002.08,95.22,472.63
5379,12.61,41.79,1015.82,91.9,461.37
5380,13.29,71.14,1019.63,75.09,464.18
5381,23.83,49.21,1012.93,46.79,446.23
5382,26.68,62.91,1012.33,60.78,441.04
5383,23.83,64.15,1020.93,63.86,447.95
5384,18.0,43.7,1015.4,61.28,464.26
5385,12.65,44.34,1019.4,71.45,468.8
5386,29.13,68.3,1014.96,37.08,437.25
5387,18.49,41.1,1001.9,59.99,460.76
5388,16.39,58.59,1014.58,90.34,455.05
5389,32.96,73.03,1013.56,54.03,438.93
5390,19.79,51.19,1008.77,94.72,447.96
5391,24.44,69.13,1011.1,87.62,434.34
5392,21.04,50.32,1008.41,90.19,446.33
5393,17.35,39.72,1003.0,64.62,459.83
5394,31.98,70.17,999.43,59.42,430.92
5395,19.36,44.6,1016.25,45.65,464.56
5396,23.33,73.18,1012.51,91.29,436.33
5397,16.73,45.0,1023.44,60.68,467.08
5398,8.57,41.17,1020.18,72.47,484.2
5399,25.28,49.5,1013.95,52.79,454.01
5400,22.66,68.3,1017.73,86.92,431.27
5401,17.35,39.39,1013.18,67.67,467.85
5402,18.14,67.71,1003.82,95.69,442.45
5403,12.19,40.05,1014.77,84.39,473.92
5404,10.11,39.72,1019.1,69.68,476.8
5405,23.24,63.78,1017.1,63.8,446.95
5406,28.98,73.42,1011.25,72.9,432.2
5407,31.93,72.58,1006.9,56.27,425.14
5408,13.25,49.83,1008.76,88.21,453.8
5409,24.86,60.77,1016.85,71.24,440.68
5410,26.33,60.06,1005.86,41.57,450.16
5411,12.31,40.64,1020.71,94.6,475.65
5412,29.6,67.79,1010.37,51.05,442.43
5413,15.25,52.9,1014.86,76.87,463.93
5414,14.79,39.52,1017.95,71.97,469.47
5415,5.53,35.79,1013.48,94.19,484.25
5416,9.01,40.77,1022.37,90.3,470.84
5417,10.8,41.39,1019.74,74.08,478.75
5418,10.24,41.58,1021.17,94.34,465.86
5419,28.36,68.08,1013.34,42.82,434.54
5420,9.43,41.4,1028.03,84.98,474.16
5421,10.5,40.8,1024.06,76.05,482.85
5422,33.96,68.94,1006.93,47.39,427.06
5423,33.27,66.44,1010.63,43.47,430.11
5424,12.17,49.83,1008.05,96.44,469.52
5425,27.86,61.5,1009.23,46.19,439.49
5426,22.36,58.79,1011.77,87.51,446.49
5427,12.57,41.66,1009.11,70.74,475.61
5428,31.09,64.05,1011.32,61.14,440.62
5429,30.21,79.74,1006.82,54.03,430.83
5430,27.31,65.12,1016.05,45.98,440.06
5431,19.92,63.31,1015.02,82.71,443.54
5432,16.17,46.97,1014.22,85.8,456.08
5433,31.2,68.24,1005.71,34.84,428.67
5434,20.19,62.26,1011.37,89.69,443.58
5435,8.97,36.24,1013.21,90.77,477.89
5436,8.7,36.24,1013.34,89.5,478.69
5437,5.98,38.91,1016.5,91.83,488.85
5438,19.8,57.25,1010.84,88.9,451.75
5439,26.45,74.33,1013.81,61.7,433.16
5440,20.51,63.09,1016.39,92.99,445.86
5441,29.71,71.85,1008.81,70.86,428.49
5442,18.03,53.16,1013.02,81.95,456.55
5443,23.45,70.04,1010.99,79.2,436.46
5444,6.05,41.14,1027.69,86.93,481.02
5445,15.32,45.01,1013.3,83.72,459.31
5446,6.53,42.85,1012.65,91.6,480.98
5447,12.61,43.22,1013.41,78.94,466.85
5448,15.95,49.25,1019.04,88.51,463.4
5449,23.33,54.2,1012.47,79.48,440.11
5450,23.94,51.95,1008.18,71.87,451.84
5451,19.34,64.79,1018.03,84.77,454.59
5452,31.11,72.25,1012.34,44.45,434.22
5453,14.63,41.23,998.96,86.4,466.36
5454,17.57,62.1,1019.51,86.14,453.3
5455,17.31,44.71,1017.43,35.4,463.05
5456,31.16,67.45,1014.69,32.25,428.35
5457,10.05,40.46,1018.71,67.38,469.06
5458,10.23,42.07,1017.93,91.1,475.14
5459,16.31,42.28,1007.45,77.77,466.49
5460,30.74,73.67,1005.79,57.89,428.92
5461,31.38,71.32,1009.17,60.42,433.44
5462,27.9,63.13,1011.8,70.04,439.76
5463,3.96,35.47,1016.79,83.81,489.68
5464,12.37,43.22,1009.1,76.06,468.49
5465,15.28,48.14,1012.55,69.65,460.75
5466,16.85,49.78,1005.61,100.1,455.33
5467,18.82,61.27,1019.5,72.23,455.29
5468,26.06,49.02,1007.59,74.08,437.9
5469,19.62,58.79,1017.59,87.39,446.29
5470,8.79,40.67,1019.5,66.3,489.02
5471,25.52,59.15,1013.88,65.37,439.42
5472,30.7,71.58,1010.0,48.96,429.27
5473,21.19,67.71,1006.65,56.28,441.71
5474,14.11,45.08,1023.27,83.22,464.7
5475,26.19,65.61,1014.51,54.52,443.73
5476,32.63,74.99,1002.42,40.07,432.79
5477,7.67,35.77,1017.55,60.97,480.06
5478,19.65,63.91,1009.26,99.08,444.9
5479,18.83,48.98,1016.33,74.23,453.28
5480,13.41,40.89,1010.85,89.61,472.4
5481,25.24,63.47,1011.3,66.21,442.75
5482,12.51,49.83,1008.61,94.27,452.84
5483,27.14,71.32,1007.8,87.99,431.96
5484,13.21,41.2,1016.63,74.1,474.26
